idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1629303,2002,4,1,4,1,1,4,7,2,0,2,3,8,2025,9,56,2024,3,21,95,1,,,,,,3,,1,100,0,0,0,2,,2019,4,2021,17,2,2,,2,,,,1,45.0,2.0,30.0,,72000.0,1,70.0,2,,2,,,,-6,2,,,2,2,,2,4,1,70,2000000.0,Two million,3000000.0,Three million,10.0,100,0,0,,,,,,,,,,60,40,2.0,,,,,,,,2,,3,3,4,,,,,,,,,,,,2,40.0,3.0,1,2,1,1,1,1.0,"Laser engraving , as well a new book covers that are of high quality",1,"Importing advanced machinery and raw materials, improving some service systems",2,,,,,,,,,2,,,4,2,,1,1,70,0,0,0,0,30,0,1,450000.0,170000.0,70.0,,0.0,,0.0,,0.0,,0.0,,30.0,,0.0,,1,1,2,4.0,2021.0,40000.0,2.0,,,,,,,2,2,2,6.0,,,2,80,3.0,,2.0,-6.0,30,3.0,,-5.0,5,1,4.0,2.0,2.0,,-9,1,1,-6,,,2,,2,,0.0,,2,,,1,14.0,2.0,4,3,2,3,2,4,1,3,2,2,4,3,3,4,0,11,9,8,14,10,4,3,1,12,13,6,5,2,15,7,14,11,9,8,14,10,4,3,1,12,13,6,5,2,15,7,5,5,50.0,,3.0,2.0,0.0,0.0,,1,2,0,1,3.0,,2.0,,,0.0,1,4.0,4.0,2,2,0.0,12.0,2,,,2,,4,3,250,4800.0,0,,,0,540000,120000.0,900000.0,,1800000.0,3,3,8,2025,10,58,1,1,1,,,1,1,2,2,2,1811,4,1,4,0,4.27105,5.971265,14.54295,51
1629305,2028,2,1,4,1,1,1,15,2,0,1,5,8,2025,10,17,2024,3,21,95,1,,,,,,4,,1,100,0,0,0,1,100.0,2024,5,2024,5,1,2,,2,,,,2,,,,,,1,80.0,1,5.0,1,-6.0,2.0,1000.0,2,1,8.0,5.0,2,2,,-7,-9,1,20,50000.0,Fifty thousand,-7.0,,50.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,1,-4.0,3.0,1,1,2,1,2,,,2,,2,,,,,,,,,1,-5.0,1.0,4,2,,2,2,100,0,0,0,0,0,0,1,80000.0,0.0,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,1,1,1,1.0,2024.0,150000.0,2.0,,,,,,,2,1,2,,1.0,7.0,2,20,3.0,,0.0,-5.0,20,3.0,,-5.0,20,1,1.0,2.0,2.0,,60,1,1,2,,-7.0,2,,2,,0.0,,2,,,1,7.0,2.0,3,2,2,3,2,3,3,2,3,0,4,1,2,3,1,7,8,3,14,4,6,9,13,11,12,15,5,10,1,2,3,7,8,3,14,4,6,9,13,11,12,15,5,10,1,2,5,-7,100.0,,5.0,0.0,5.0,0.0,,5,0,0,1,5.0,,0.0,,5.0,,2,,,5,5,5.0,12.0,2,,,2,,2,3,100,2500.0,-9,,,2500,20000,5000.0,30000.0,,350000.0,5,5,8,2025,11,15,2,2,1,,,1,2,1,1,3,1520,4,1,2,0,4.3382907,4.5739584,9.685307,49
1629306,2036,2,1,4,1,3,1,5,1,0,1,27,7,2025,11,8,2024,3,21,95,1,2.0,1.0,1.0,1.0,,4,,1,100,0,0,0,2,,2020,2,2020,5,2,2,,2,,,,2,,,,,,2,,1,30.0,2,,,,-6,2,,,1,1,2.0,2,4,62,100,21000000.0,Twenty-one million,7000000.0,Seven million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,1,2.0,3,3,3,,,,,,,,,,,,2,-4.0,3.0,1,2,2,1,1,1.0,We have changed the design of the product itself,1,"We will deliver the products to the destination, that  the services are increased.",1,200000.0,,,,,,,,2,,,3,2,,2,2,50,50,0,0,0,0,0,1,2000000.0,0.0,50.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,60,3.0,,1.0,-5.0,20,3.0,,-5.0,30,1,1.0,2.0,2.0,,120,1,1,2,,-7.0,2,,2,,0.0,,2,,,2,,,3,4,2,2,2,2,3,2,3,2,4,4,2,4,3,2,3,12,8,11,13,5,7,1,4,10,14,6,15,9,14,2,3,12,8,11,13,5,7,1,4,10,14,6,15,9,5,3,2.0,,,,,,0.0,2,2,1,1,,,,,,0.0,2,,,5,1,0.0,6.0,2,,,2,,0,3,300,1200.0,3500,1.0,,35000,1000000,500000.0,,,,4,27,7,2025,12,20,1,1,1,,,1,1,1,1,2,4610,4,1,2,0,4.3382907,4.5739584,9.685307,49
1629307,2048,2,1,1,1,1,1,35,2,0,1,25,9,2025,14,19,2024,3,21,95,2,,,,,,4,,1,100,0,0,0,1,80.0,2016,4,2018,2,1,2,,2,,,,1,4.0,8.0,4.0,20.0,,1,60.0,1,20.0,2,,,,1,2,,,2,2,,2,1,1,60,1500000.0,one million five hundred thousand,400000.0,Four hundred thousand,50.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,2,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,80,1,3.0,2.0,2.0,,36,1,1,-6,,,2,,2,,0.0,,2,,,2,,,4,4,4,1,3,3,3,4,2,2,4,4,4,4,1,11,10,8,15,1,5,13,12,2,3,6,9,14,7,4,8,11,10,8,15,1,5,13,12,2,3,6,9,14,7,4,20,5,90.0,,18.0,2.0,18.0,0.0,,15,3,0,2,,,,,,,2,,,0,0,,,2,,,2,,1,2,150,1800.0,200,1.0,,2800,900000,12000.0,300000.0,,1700000.0,2,25,9,2025,15,54,1,2,1,,,1,1,1,1,2,1410,1,1,2,0,1.61115,2.3797135,4.008844,2
1629308,2088,2,2,3,1,1,3,20,1,0,1,27,9,2025,16,0,2024,3,21,95,1,3.0,1.0,1.0,1.0,,4,,1,100,0,0,0,2,,2013,5,2013,20,2,2,,2,,,,1,15.0,1.0,59.0,15.0,,1,40.0,2,,2,,,,1,2,,,2,2,,1,3,1,90,7000000.0,Seven million,8000000.0,Eight million,70.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,1,1,1,1.0,2.0,,2.0,,,,2.0,,1.0,3.0,2,-4.0,1.0,2,2,2,2,2,,,2,,2,,,,,,,,,2,,,1,2,,2,2,100,0,0,0,0,0,0,1,900000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,70,3.0,,0.0,-5.0,30,3.0,,-5.0,2,1,3.0,2.0,2.0,,72,1,1,2,,2.0,2,,2,,0.0,,2,,,2,,,0,1,1,2,0,0,0,3,0,0,0,0,1,0,0,2,1,15,3,13,6,14,9,11,7,12,4,8,10,5,8,2,1,15,3,13,6,14,9,11,7,12,4,8,10,5,20,20,5.0,,17.0,3.0,13.0,0.0,,2,14,1,2,,,,,,,1,2.0,0.0,0,0,,,2,,,2,,0,0,740,4958.0,0,,,0,1400000,60000.0,4000000.0,,15000000.0,5,27,9,2025,17,0,1,1,1,,,1,1,2,2,2,1430,3,2,2,0,1.0,1.1599877,1.6717311,38
1629309,2106,2,2,4,1,1,4,22,2,0,1,6,8,2025,13,55,2024,3,21,95,1,,,,,,3,,1,100,0,0,0,2,,2023,9,2023,20,2,2,,1,10.0,2.0,250000.0,2,,,,,,2,,1,10.0,2,,,,-7,2,,,2,2,,2,4,1,100,5000000.0,FIVE MILLION,-7.0,,30.0,100,0,0,,,,,,,,,,30,70,1.0,China,1.0,20.0,20.0,20.0,22.0,5.0,2,,4,4,4,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-9.0,2,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,1,2,-9.0,2024.0,7000.0,2.0,,,,,,,2,2,1,,1.0,,2,0,,,,,0,,,,0,1,4.0,2.0,2.0,,72,3,3,2,,2.0,2,,2,,0.0,,1,2.0,2.0,1,2.0,2.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,13,11,7,4,14,5,10,1,6,12,9,2,15,8,3,2,13,11,7,4,14,5,10,1,6,12,9,2,15,8,3,22,-7,50.0,,16.0,6.0,0.0,0.0,,2,10,4,2,,,,,,,2,,,22,0,,,2,,,1,2.0,0,0,3330,60000.0,0,,,0,2800000,300000.0,2500000.0,,9500000.0,2,6,8,2025,16,21,1,1,1,,,1,1,2,2,2,2023,4,2,2,0,1.5030229,1.546778,3.5301352,54
1629310,2109,4,1,1,1,1,1,5,2,0,1,28,7,2025,10,8,2024,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2010,6,2011,10,2,2,,2,,,,2,,,,,,1,30.0,1,15.0,2,,,,1,2,,,2,2,,2,-7,1,20,1200000.0,One million two hundred thousand,900000.0,Nine hundred thousand,10.0,100,0,0,,,,,,,,,,60,40,2.0,,,,,,,,2,,3,3,3,,,,,,,,,,,,2,5.0,-9.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,20,1.0,,0.0,-5.0,50,3.0,,-5.0,20,1,1.0,2.0,2.0,,1000,1,1,2,,-7.0,1,3.0,1,20.0,-8.0,,2,,,2,,,2,2,1,2,0,3,1,1,2,0,2,3,1,3,2,3,11,15,5,1,12,7,6,8,2,13,9,14,10,4,12,3,11,15,5,1,12,7,6,8,2,13,9,14,10,4,6,6,3.0,,3.0,3.0,0.0,0.0,,3,0,0,2,,,,,,,2,,,5,5,0.0,2.0,2,,,2,,0,4,300,2000.0,-9,,,25000,600000,50000.0,150000.0,,350000.0,1,28,7,2025,10,58,2,2,1,,,1,2,1,1,3,2396,1,1,4,0,2.7649214,5.415388,10.492743,5
1629311,2123,2,2,3,1,1,3,45,1,0,1,3,8,2025,10,10,2025,3,21,95,3,7.0,1.0,1.0,1.0,,3,,1,100,0,0,0,2,,2011,15,2011,22,2,1,ISO9001,2,,,,2,,,,,,1,30.0,2,,2,,,,1,2,,,1,1,1.0,1,2,1,80,95000000.0,Ninety-five million,45000000.0,Forty-five million,100.0,100,0,0,,,,,,,,,,20,80,2.0,,,,,,,,1,2.0,3,3,-9,3.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2,-4.0,3.0,1,1,2,2,1,1.0,"We have produced pipes with varying lengths, weights, diameters, and colors compared to previous products.",2,,1,1200000.0,,,,,,,,2,,,4,2,,2,1,100,0,0,0,0,0,0,1,9000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,3.0,,,2,20,1.0,,0.0,-6.0,20,1.0,,-6.0,10,1,2.0,2.0,2.0,,30,1,3,2,,3.0,2,,2,,0.0,,2,,,2,,,1,1,0,0,0,0,0,4,1,0,0,1,0,3,3,11,13,5,2,9,14,3,12,10,1,15,6,7,8,4,8,11,13,5,2,9,14,3,12,10,1,15,6,7,8,4,45,30,50.0,,30.0,15.0,0.0,0.0,,8,15,7,1,30.0,,15.0,,,0.0,1,4.0,2.0,7,12,0.0,2.0,2,,,1,1.0,0,0,35714,250000.0,0,,,10000,9000000,500000.0,57000000.0,,70000000.0,2,3,8,2025,11,29,1,4,1,,,1,1,2,2,2,2511,3,2,2,0,1.0,1.1599877,1.6717311,38
1629312,2124,4,1,4,1,3,4,5,1,0,1,5,8,2025,14,47,2025,3,21,95,1,2.0,2.0,,,1.0,4,,1,100,0,0,0,1,50.0,2014,6,2014,23,2,1,ISO 9000,2,,,,2,,,,,,1,50.0,2,,2,,,,-7,2,,,2,2,,2,4,4,100,5000000.0,Five million,-7.0,,,100,0,0,,,,,,,,,,100,0,,,,,,,,,1,1.0,2,2,2,,,,,,,,,,,,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,0,100,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,70,3.0,,0.0,-5.0,40,3.0,,-5.0,1,1,1.0,2.0,2.0,,100,1,1,2,,3.0,1,1.0,2,,0.0,,2,,,2,,,3,3,2,0,3,3,0,0,3,0,2,2,2,3,0,7,14,4,10,11,9,2,5,15,12,13,6,3,1,8,1,7,14,4,10,11,9,2,5,15,12,13,6,3,1,8,6,6,6.0,,,,,,0.0,2,4,0,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,300,1600.0,0,,,1600,500000,35000.0,,,,20,5,8,2025,15,56,1,1,1,,,1,1,2,2,2,4210,4,1,4,0,4.27105,5.971265,14.54295,51
1629313,2133,2,1,1,1,1,1,5,2,0,1,12,7,2025,10,7,2024,3,31,95,2,,,,,,1,,1,100,0,0,0,2,,2024,3,2024,8,2,2,,2,,,,1,28.0,0.0,59.0,-9.0,,1,30.0,2,,2,,,,2,2,,,2,2,,1,4,1,100,4000000.0,Four million,-7.0,,60.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,1,-5.0,2.0,3,2,,2,2,80,0,0,0,0,20,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,1,2,2,6.0,,,1,-9,,,,,0,,,,1,1,4.0,2.0,1.0,2.0,60,3,1,2,,3.0,2,,2,,0.0,,2,,,1,15.0,2.0,2,-9,0,0,0,0,1,0,0,0,1,2,0,0,1,15,5,8,11,13,3,10,9,12,4,14,7,2,1,6,8,15,5,8,11,13,3,10,9,12,4,14,7,2,1,6,5,-7,2.0,,3.0,2.0,0.0,0.0,,2,1,0,2,,,,,,,1,3.0,0.0,2,2,0.0,8.0,2,,,1,2.0,0,0,5000,30000.0,30,1.0,,6000,400000,100000.0,300000.0,,4500000.0,-8,31,8,2025,10,38,1,1,1,,,1,1,1,1,2,1520,1,1,2,0,1.61115,2.3797135,4.008844,2
1629314,2141,2,2,3,1,1,3,21,2,0,1,14,10,2025,13,10,2025,3,21,95,3,,,,,,4,,1,100,0,0,0,2,,2017,10,2017,25,2,2,,2,,,,1,20.0,1.0,0.0,5.0,,1,10.0,2,,2,,,,-7,2,,,2,2,,2,4,1,90,20000000.0,Twenty million,15000000.0,Fifteen million,80.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,2,3.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,,1.0,3.0,2,-4.0,3.0,3,1,2,2,2,,,2,,2,,,,,,,,,2,,,2,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,10,1,1.0,2.0,2.0,,190,1,1,2,,3.0,1,4.0,1,14.0,0.0,,2,,,2,,,1,0,0,1,0,1,1,4,1,0,0,0,0,0,1,14,12,7,5,9,13,4,3,11,8,6,10,15,2,1,8,14,12,7,5,9,13,4,3,11,8,6,10,15,2,1,17,12,5.0,,12.0,5.0,0.0,0.0,,4,6,2,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,58333,700000.0,0,,,0,2000000,40000.0,2500000.0,,21000000.0,20,14,10,2025,13,58,1,4,1,,,1,1,2,2,2,2029,3,2,2,0,1.0,1.1599877,1.6717311,38
1629315,2143,2,1,4,1,1,4,8,2,0,1,4,8,2025,14,8,2024,3,21,95,1,,,,,,4,,2,100,0,0,0,1,100.0,2024,8,2024,10,1,2,,2,,,,2,,,,,,2,,1,30.0,2,,,,1,2,,,2,1,7.0,1,1,1,60,2880000.0,Two million eight hundred and eighty thousand,-7.0,,50.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,4,2,,,,,,,,,,,,1,-4.0,3.0,1,1,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,50,0,0,50,0,0,0,1,65000.0,0.0,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,1,1,1,1.0,2024.0,200000.0,2.0,,,,,,,1,1,2,,1.0,45.0,2,10,3.0,,0.0,-5.0,8,3.0,,-5.0,20,1,1.0,2.0,2.0,,730,1,1,2,,-7.0,2,,2,,0.0,,2,,,1,7.0,2.0,3,0,1,0,0,1,3,0,3,1,2,4,2,2,2,5,1,14,12,13,4,10,3,7,11,2,9,15,8,6,1,5,1,14,12,13,4,10,3,7,11,2,9,15,8,6,8,-7,20.0,,8.0,0.0,8.0,0.0,,2,6,0,2,,,,,,,2,,,20,20,20.0,12.0,2,,,2,,1,2,100,3000.0,-9,,,3000,80000,6500.0,100000.0,,150000.0,8,4,8,2025,15,1,1,2,1,,,1,2,2,2,4,1410,4,1,2,0,4.3382907,4.5739584,9.685307,49
1629316,2146,4,1,3,1,3,3,25,2,0,2,31,7,2025,10,7,2025,3,21,95,3,,,,,,3,,1,100,0,0,0,2,,2020,10,2023,15,2,2,,2,,,,2,,,,,,2,,1,100.0,2,,,,-6,2,,,2,2,,2,4,4,80,21000000.0,twenty one million,8000000.0,eight million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,1,3,3,2.0,2.0,,1.0,1.0,5.0,2.0,2.0,,-7.0,3.0,2,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,1,7.0,2.0,1,2,,2,2,40,0,60,0,0,0,0,1,2000000.0,500000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,1,2,2,3.0,,,2,60,3.0,,0.0,-6.0,-9,,,,0,2,,,,,1,1,1,2,,3.0,1,2.0,1,10.0,0.0,,2,,,1,7.0,2.0,1,0,0,1,1,2,1,0,1,2,2,0,0,2,3,6,12,2,4,15,13,5,14,11,9,7,1,8,3,10,13,6,12,2,4,15,13,5,14,11,9,7,1,8,3,10,12,12,10.0,,,,,,0.0,4,4,4,1,,,,,,0.0,2,,,5,0,,,2,,,2,,0,0,-7,,-9,,,15000,500000,-9.0,,,,-9,31,7,2025,11,7,1,2,1,,,1,1,2,2,2,4100,3,1,4,0,3.431909,6.067827,9.331877,35
1629317,2160,4,1,2,1,3,2,40,1,0,1,4,8,2025,19,8,2025,3,21,95,2,15.0,1.0,2.0,1.0,,3,,1,100,0,0,0,2,,2007,10,2007,20,2,2,,2,,,,2,,,,,,2,,1,60.0,2,,,,1,2,,,2,2,,2,4,3,100,5000000.0,Five Million,2500000.0,Two Million Five Hundred Thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,-9,3,2.0,2.0,,1.0,2.0,3.0,2.0,2.0,,1.0,3.0,2,-4.0,3.0,1,2,2,2,1,1.0,Distribution of Internet LAN routers for customers who demand them,2,,2,,,,,,,,,2,,,-9,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,5,1,3.0,2.0,2.0,,-9,3,3,-6,,,2,,2,,0.0,,2,,,2,,,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,8,13,4,1,9,5,3,7,11,12,10,2,14,15,6,11,8,13,4,1,9,5,3,7,11,12,10,2,14,15,6,50,10,65.0,,,,,,0.0,4,46,0,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,7111,80000.0,0,,,95000,1000000,250000.0,,,,10,4,8,2025,19,18,1,4,1,,,1,1,2,2,3,4690,2,1,4,0,4.6983156,7.494959,13.3507,22
1629319,2168,4,2,3,1,3,1,7,1,0,1,15,10,2025,14,41,2025,3,21,95,2,4.0,1.0,2.0,1.0,,4,,1,100,0,0,0,2,,2012,8,2012,15,2,2,,2,,,,1,10.0,0.0,15.0,2.0,,2,,1,20.0,2,,,,2,2,,,1,2,,2,4,62,100,3000000.0,Three million,3000000.0,Three million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,2,2,,,,,,,,,,,,2,7.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,2,2,,1,1,100,0,0,0,0,0,0,1,350000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,5,1.0,,0.0,-6.0,5,1.0,,-5.0,5,1,2.0,2.0,2.0,,80,2,2,-6,,,1,1.0,2,,0.0,,2,,,2,,,2,0,4,2,2,1,1,2,0,0,2,0,2,1,2,4,12,11,8,13,1,15,14,3,9,10,6,5,7,2,3,4,12,11,8,13,1,15,14,3,9,10,6,5,7,2,8,8,50.0,,,,,,0.0,3,2,3,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,130,1545.0,30,1.0,,350,920000,8900.0,,,,4,15,10,2025,17,23,1,4,1,,,1,1,1,1,2,4921,3,2,4,0,1.0,1.6899508,2.801251,41
1629320,2183,2,1,3,1,1,3,43,2,0,2,16,8,2025,16,43,2025,3,21,95,3,,,,,,3,,2,100,0,0,0,2,,2017,9,2018,10,2,2,,2,,,,1,50.0,0.0,20.0,0.0,,1,10.0,1,30.0,2,,,,-7,2,,,2,2,,2,4,1,97,3700000.0,Three million and seven hundred thousand,4500000.0,Four million and five hundred thousand,90.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,2,3,1.0,2.0,,1.0,1.0,4.0,1.0,2.0,,2.0,3.0,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,1,2,-9.0,-9.0,-8.0,2.0,,,,,,,2,2,2,1.0,,,2,0,,,,,-9,,,,5,1,3.0,2.0,2.0,,48,3,3,2,,3.0,2,,2,,0.0,,2,,,1,5.0,2.0,1,0,1,1,1,1,0,1,1,2,1,1,1,2,2,1,10,6,7,8,3,13,11,2,5,12,9,14,15,4,14,1,10,6,7,8,3,13,11,2,5,12,9,14,15,4,20,22,80.0,,9.0,11.0,0.0,0.0,,4,3,2,2,,,,,,,1,0.0,0.0,8,5,0.0,3.0,2,,,1,2.0,1,0,900,7200.0,0,,,0,370000,-9.0,1800000.0,,2000000.0,10,16,8,2025,18,47,2,2,1,,,1,1,2,2,2,1040,3,1,2,0,24.734118,32.978874,44.096756,31
1629321,2185,4,1,3,1,3,3,20,2,0,1,19,10,2025,10,0,2024,3,21,95,1,,,,,,4,,1,100,0,0,0,2,,2010,8,2010,20,2,2,,2,,,,1,10.0,2.0,59.0,10.0,,1,20.0,2,,2,,,,2,2,,,2,2,,1,2,4,80,80000000.0,Eighty million,80000000.0,Eighty million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,2,1,2.0,2.0,,2.0,,,,2.0,,1.0,3.0,2,-4.0,1.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,2,2,,2,2,100,0,0,0,0,0,0,1,20000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,80,3.0,,0.0,-5.0,20,3.0,,-5.0,2,1,4.0,1.0,2.0,,72,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,2,0,1,0,3,0,0,3,1,2,3,0,13,12,5,9,14,15,11,7,10,2,6,8,4,3,1,8,13,12,5,9,14,15,11,7,10,2,6,8,4,3,1,30,30,80.0,,,,,,0.0,5,10,15,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,1600,20000.0,150,1.0,,5250,2000000,20000.0,,,,20,19,10,2025,11,0,1,1,1,,,1,1,2,2,2,4100,3,1,4,0,3.431909,6.067827,9.331877,35
